id,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,outliercalcId,outlier
444,1,2,female,28.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,3,1
445,1,3,male,30.72664459161148,0,0,8.1125,S,Third,man,True,C,Southampton,yes,True,1,1
446,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,2,1
447,1,2,female,13.0,0,1,19.5,S,Second,child,False,C,Southampton,yes,False,3,1
448,1,1,male,34.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,2,1
449,1,3,female,5.0,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,1,1
450,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,2,1
451,0,2,male,36.0,1,2,27.75,S,Second,man,True,C,Southampton,no,False,3,1
452,0,3,male,30.72664459161148,1,0,19.9667,S,Third,man,True,C,Southampton,no,False,1,1
453,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,2,1
454,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,2,1
455,0,3,male,30.72664459161148,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
456,1,3,male,29.0,0,0,7.8958,C,Third,man,True,C,Cherbourg,yes,True,1,1
457,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,2,1
458,1,1,female,27.915708812260537,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,2,1
459,1,2,female,50.0,0,0,10.5,S,Second,woman,False,C,Southampton,yes,True,3,1
460,0,3,male,30.72664459161148,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,1
461,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,2,1
462,0,3,male,34.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
463,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,2,1
464,0,2,male,48.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,3,1
465,0,3,male,30.72664459161148,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
466,0,3,male,38.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,1,1
467,0,2,male,30.72664459161148,0,0,0.0,S,Second,man,True,C,Southampton,no,True,3,1
468,0,1,male,56.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,2,1
469,0,3,male,30.72664459161148,0,0,7.725,Q,Third,man,True,C,Queenstown,no,True,1,1
470,1,3,female,0.75,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,1,1
471,0,3,male,30.72664459161148,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1
472,0,3,male,38.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,1
473,1,2,female,33.0,1,2,27.75,S,Second,woman,False,C,Southampton,yes,False,3,1
474,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,3,1
475,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,C,Southampton,no,True,1,1
476,0,1,male,30.72664459161148,0,0,52.0,S,First,man,True,A,Southampton,no,True,2,1
477,0,2,male,34.0,1,0,21.0,S,Second,man,True,C,Southampton,no,False,3,1
478,0,3,male,29.0,1,0,7.0458,S,Third,man,True,C,Southampton,no,False,1,1
479,0,3,male,22.0,0,0,7.5208,S,Third,man,True,C,Southampton,no,True,1,1
480,1,3,female,2.0,0,1,12.2875,S,Third,child,False,C,Southampton,yes,False,1,1
481,0,3,male,9.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,1,1
482,0,2,male,30.72664459161148,0,0,0.0,S,Second,man,True,C,Southampton,no,True,3,1
483,0,3,male,50.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
484,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,C,Southampton,yes,True,1,1
485,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,2,1
486,0,3,female,27.915708812260537,3,1,25.4667,S,Third,woman,False,C,Southampton,no,False,1,1
487,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,2,1
488,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,2,1
489,0,3,male,30.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
490,1,3,male,9.0,1,1,15.9,S,Third,child,False,C,Southampton,yes,False,1,1
491,0,3,male,30.72664459161148,1,0,19.9667,S,Third,man,True,C,Southampton,no,False,1,1
492,0,3,male,21.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1
493,0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,2,1
494,0,1,male,71.0,0,0,49.5042,C,First,man,True,C,Cherbourg,no,True,2,1
495,0,3,male,21.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
496,0,3,male,30.72664459161148,0,0,14.4583,C,Third,man,True,C,Cherbourg,no,True,1,1
497,1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,2,1
498,0,3,male,30.72664459161148,0,0,15.1,S,Third,man,True,C,Southampton,no,True,1,1
499,0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,2,1
500,0,3,male,24.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,1,1
501,0,3,male,17.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,1
502,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True,1,1
503,0,3,female,27.915708812260537,0,0,7.6292,Q,Third,woman,False,C,Queenstown,no,True,1,1
504,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,C,Southampton,no,True,1,1
505,1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,2,1
506,0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,2,1
507,1,2,female,33.0,0,2,26.0,S,Second,woman,False,C,Southampton,yes,False,3,1
508,1,1,male,30.72664459161148,0,0,26.55,S,First,man,True,C,Southampton,yes,True,2,1
509,0,3,male,28.0,0,0,22.525,S,Third,man,True,C,Southampton,no,True,1,1
510,1,3,male,26.0,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,1,1
511,1,3,male,29.0,0,0,7.75,Q,Third,man,True,C,Queenstown,yes,True,1,1
512,0,3,male,30.72664459161148,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
513,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,2,1
514,1,1,female,54.0,1,0,59.4,C,First,woman,False,C,Cherbourg,yes,False,2,1
515,0,3,male,24.0,0,0,7.4958,S,Third,man,True,C,Southampton,no,True,1,1
516,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,2,1
517,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,3,1
518,0,3,male,30.72664459161148,0,0,24.15,Q,Third,man,True,C,Queenstown,no,True,1,1
519,1,2,female,36.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,3,1
520,0,3,male,32.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1
521,1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,2,1
522,0,3,male,22.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1
523,0,3,male,30.72664459161148,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,1
524,1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,2,1
525,0,3,male,30.72664459161148,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,1
526,0,3,male,40.5,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,1
527,1,2,female,50.0,0,0,10.5,S,Second,woman,False,C,Southampton,yes,True,3,1
528,0,1,male,30.72664459161148,0,0,221.7792,S,First,man,True,C,Southampton,no,True,2,1
529,0,3,male,39.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,1,1
530,0,2,male,23.0,2,1,11.5,S,Second,man,True,C,Southampton,no,False,3,1
531,1,2,female,2.0,1,1,26.0,S,Second,child,False,C,Southampton,yes,False,3,1
532,0,3,male,30.72664459161148,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,1
533,0,3,male,17.0,1,1,7.2292,C,Third,man,True,C,Cherbourg,no,False,1,1
534,1,3,female,27.915708812260537,0,2,22.3583,C,Third,woman,False,C,Cherbourg,yes,False,1,1
535,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,C,Southampton,no,True,1,1
536,1,2,female,7.0,0,2,26.25,S,Second,child,False,C,Southampton,yes,False,3,1
537,0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,2,1
538,1,1,female,30.0,0,0,106.425,C,First,woman,False,C,Cherbourg,yes,True,2,1
539,0,3,male,30.72664459161148,0,0,14.5,S,Third,man,True,C,Southampton,no,True,1,1
540,1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,2,1
541,1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,2,1
542,0,3,female,9.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,1,1
543,0,3,female,11.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,1,1
544,1,2,male,32.0,1,0,26.0,S,Second,man,True,C,Southampton,yes,False,3,1
545,0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,2,1
546,0,1,male,64.0,0,0,26.0,S,First,man,True,C,Southampton,no,True,2,1
547,1,2,female,19.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,3,1
548,1,2,male,30.72664459161148,0,0,13.8625,C,Second,man,True,C,Cherbourg,yes,True,3,1
549,0,3,male,33.0,1,1,20.525,S,Third,man,True,C,Southampton,no,False,1,1
550,1,2,male,8.0,1,1,36.75,S,Second,child,False,C,Southampton,yes,False,3,1
551,1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,2,1
552,0,2,male,27.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,3,1
553,0,3,male,30.72664459161148,0,0,7.8292,Q,Third,man,True,C,Queenstown,no,True,1,1
554,1,3,male,22.0,0,0,7.225,C,Third,man,True,C,Cherbourg,yes,True,1,1
555,1,3,female,22.0,0,0,7.775,S,Third,woman,False,C,Southampton,yes,True,1,1
556,0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,2,1
557,1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,2,1
558,0,1,male,30.72664459161148,0,0,227.525,C,First,man,True,C,Cherbourg,no,True,2,1
559,1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,2,1
560,1,3,female,36.0,1,0,17.4,S,Third,woman,False,C,Southampton,yes,False,1,1
561,0,3,male,30.72664459161148,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,1
562,0,3,male,40.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1
563,0,2,male,28.0,0,0,13.5,S,Second,man,True,C,Southampton,no,True,3,1
564,0,3,male,30.72664459161148,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
565,0,3,female,27.915708812260537,0,0,8.05,S,Third,woman,False,C,Southampton,no,True,1,1
566,0,3,male,24.0,2,0,24.15,S,Third,man,True,C,Southampton,no,False,1,1
567,0,3,male,19.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1
568,0,3,female,29.0,0,4,21.075,S,Third,woman,False,C,Southampton,no,False,1,1
569,0,3,male,30.72664459161148,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,1,1
570,1,3,male,32.0,0,0,7.8542,S,Third,man,True,C,Southampton,yes,True,1,1
571,1,2,male,62.0,0,0,10.5,S,Second,man,True,C,Southampton,yes,True,3,1
572,1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,2,1
573,1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,2,1
574,1,3,female,27.915708812260537,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,1,1
575,0,3,male,16.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
576,0,3,male,19.0,0,0,14.5,S,Third,man,True,C,Southampton,no,True,1,1
577,1,2,female,34.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,3,1
578,1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,2,1
579,0,3,female,27.915708812260537,1,0,14.4583,C,Third,woman,False,C,Cherbourg,no,False,1,1
580,1,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,1,1
581,1,2,female,25.0,1,1,30.0,S,Second,woman,False,C,Southampton,yes,False,3,1
582,1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,2,1
583,0,2,male,54.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,3,1
584,0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,2,1
585,0,3,male,30.72664459161148,0,0,8.7125,C,Third,man,True,C,Cherbourg,no,True,1,1
586,1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,2,1
587,0,2,male,47.0,0,0,15.0,S,Second,man,True,C,Southampton,no,True,3,1
588,1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,2,1
589,0,3,male,22.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
590,0,3,male,30.72664459161148,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
591,0,3,male,35.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,1,1
592,1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,2,1
593,0,3,male,47.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,1,1
594,0,3,female,27.915708812260537,0,2,7.75,Q,Third,woman,False,C,Queenstown,no,False,1,1
595,0,2,male,37.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,3,1
596,0,3,male,36.0,1,1,24.15,S,Third,man,True,C,Southampton,no,False,1,1
597,1,2,female,27.915708812260537,0,0,33.0,S,Second,woman,False,C,Southampton,yes,True,3,1
598,0,3,male,49.0,0,0,0.0,S,Third,man,True,C,Southampton,no,True,1,1
599,0,3,male,30.72664459161148,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,1
600,1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,2,1
601,1,2,female,24.0,2,1,27.0,S,Second,woman,False,C,Southampton,yes,False,3,1
602,0,3,male,30.72664459161148,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1
603,0,1,male,30.72664459161148,0,0,42.4,S,First,man,True,C,Southampton,no,True,2,1
604,0,3,male,44.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
605,1,1,male,35.0,0,0,26.55,C,First,man,True,C,Cherbourg,yes,True,2,1
606,0,3,male,36.0,1,0,15.55,S,Third,man,True,C,Southampton,no,False,1,1
607,0,3,male,30.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1
608,1,1,male,27.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,2,1
609,1,2,female,22.0,1,2,41.5792,C,Second,woman,False,C,Cherbourg,yes,False,3,1
610,1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,2,1
611,0,3,female,39.0,1,5,31.275,S,Third,woman,False,C,Southampton,no,False,1,1
612,0,3,male,30.72664459161148,0,0,7.05,S,Third,man,True,C,Southampton,no,True,1,1
613,1,3,female,27.915708812260537,1,0,15.5,Q,Third,woman,False,C,Queenstown,yes,False,1,1
614,0,3,male,30.72664459161148,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,1,1
615,0,3,male,35.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1
616,1,2,female,24.0,1,2,65.0,S,Second,woman,False,C,Southampton,yes,False,3,1
617,0,3,male,34.0,1,1,14.4,S,Third,man,True,C,Southampton,no,False,1,1
618,0,3,female,26.0,1,0,16.1,S,Third,woman,False,C,Southampton,no,False,1,1
619,1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,3,1
620,0,2,male,26.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,3,1
621,0,3,male,27.0,1,0,14.4542,C,Third,man,True,C,Cherbourg,no,False,1,1
622,1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,2,1
623,1,3,male,20.0,1,1,15.7417,C,Third,man,True,C,Cherbourg,yes,False,1,1
624,0,3,male,21.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,1,1
625,0,3,male,21.0,0,0,16.1,S,Third,man,True,C,Southampton,no,True,1,1
626,0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,2,1
627,0,2,male,57.0,0,0,12.35,Q,Second,man,True,C,Queenstown,no,True,3,1
628,1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,2,1
629,0,3,male,26.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1
630,0,3,male,30.72664459161148,0,0,7.7333,Q,Third,man,True,C,Queenstown,no,True,1,1
631,1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,2,1
632,0,3,male,51.0,0,0,7.0542,S,Third,man,True,C,Southampton,no,True,1,1
633,1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,2,1
634,0,1,male,30.72664459161148,0,0,0.0,S,First,man,True,C,Southampton,no,True,2,1
635,0,3,female,9.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,1,1
636,1,2,female,28.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,3,1
637,0,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,1,1
638,0,2,male,31.0,1,1,26.25,S,Second,man,True,C,Southampton,no,False,3,1
639,0,3,female,41.0,0,5,39.6875,S,Third,woman,False,C,Southampton,no,False,1,1
640,0,3,male,30.72664459161148,1,0,16.1,S,Third,man,True,C,Southampton,no,False,1,1
641,0,3,male,20.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,1,1
642,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,2,1
643,0,3,female,2.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,1,1
644,1,3,male,30.72664459161148,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,1,1
645,1,3,female,0.75,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,1,1
646,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,2,1
647,0,3,male,19.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1
648,1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,2,1
649,0,3,male,30.72664459161148,0,0,7.55,S,Third,man,True,C,Southampton,no,True,1,1
650,1,3,female,23.0,0,0,7.55,S,Third,woman,False,C,Southampton,yes,True,1,1
651,0,3,male,30.72664459161148,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1
652,1,2,female,18.0,0,1,23.0,S,Second,woman,False,C,Southampton,yes,False,3,1
653,0,3,male,21.0,0,0,8.4333,S,Third,man,True,C,Southampton,no,True,1,1
654,1,3,female,27.915708812260537,0,0,7.8292,Q,Third,woman,False,C,Queenstown,yes,True,1,1
655,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,C,Queenstown,no,True,1,1
656,0,2,male,24.0,2,0,73.5,S,Second,man,True,C,Southampton,no,False,3,1
657,0,3,male,30.72664459161148,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,1,1
658,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,C,Queenstown,no,False,1,1
659,0,2,male,23.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,3,1
660,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,2,1
661,1,1,male,50.0,2,0,133.65,S,First,man,True,C,Southampton,yes,False,2,1
662,0,3,male,40.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,1,1
663,0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,2,1
664,0,3,male,36.0,0,0,7.4958,S,Third,man,True,C,Southampton,no,True,1,1
665,1,3,male,20.0,1,0,7.925,S,Third,man,True,C,Southampton,yes,False,1,1
